id,name,category,description
Hs4Ma3G230,"S3 bucket server access logging should be enabled",security,"Checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: S3.9<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.9/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G231,"Stateless network firewall rule group should not be empty",security,"Checks if a Stateless Network Firewall Rule Group contains rules. The rule will fail if there are no rules in a Stateless Network Firewall Rule Group.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: NetworkFirewall.6<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/NetworkFirewall.6/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G110,"CloudTrail should have encryption at-rest enabled",security,"Checks whether AWS CloudTrail is configured to use the server-side encryption (SSE) AWS Key Management Service (AWS KMS) key encryption. The check will pass if the KmsKeyId is defined.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: CloudTrail.2<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudTrail.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Qsdfp3A4L1,"Amazon EC2 instances over-provisioned for Microsoft SQL Server","cost_optimizing","Checks your Amazon Elastic Compute Cloud (Amazon EC2) instances that are running SQL Server in the past 24 hours. An SQL Server database has a compute capacity limit for each instance. An instance with SQL Server Standard edition can use up to 48 vCPUs. An instance with SQL Server Web can use up to 32 vCPUs. This check alerts you if an instance exceeds this vCPU limit.If your instance is over-provisioned, you pay full price without realizing an improvement in performance. You can manage the number and size of your instances to help lower costs. Estimated monthly savings are calculated by using the same instance family with the maximum number of vCPUs that an SQL Server instance can use and the On-Demand pricing. Actual savings will vary if you’re using Reserved Instances (RI) or if the instance isn’t running for a full day.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Red: An instance with SQL Server Standard edition has more than 48 vCPUs.<br/>Red: An instance with SQL Server Web edition has more than 32 vCPUs.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>For SQL Server Standard edition, consider changing to an instance in the same instance family with 48 vCPUs. For SQL Server Web edition, consider changing to an instance in the same instance family with 32 vCPUs. If it is memory intensive, consider changing to memory optimized R5 instances. For more information, see <a href=""https://d1.awsstatic.com/whitepapers/best-practices-for-deploying-microsoft-sql-server-on-aws.pdf?did=wp_card&trk=wp_card"" target=""blank"">Best Practices for Deploying Microsoft SQL Server on Amazon EC2.</a><br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a href=""https://aws.amazon.com/sql/"" target=""blank"">Microsoft SQL Server on AWS</a><br/>You can use <a href=""https://aws.amazon.com/launchwizard/"" target=""blank"">Launch Wizard</a> to simplify your SQL Server deployment on EC2.<br/>"
Hs4Ma3G229,"CloudFront distributions should encrypt traffic to custom origins",security,"Checks if CloudFront distributions are encrypting traffic to custom origins. This check fails for a CloudFront distribution whose origin protocol policy allows 'http-only' or if it is 'match-viewer' and the viewer protocol policy is 'allow-all'. <br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: CloudFront.9<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudFront.9/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G108,"CloudTrail trails should be integrated with Amazon CloudWatch Logs",security,"Checks if AWS CloudTrail trails are configured to send logs to Amazon CloudWatch Logs.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: CloudTrail.5<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudTrail.5/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G109,"CloudTrail log file validation should be enabled",security,"Checks if CloudTrail log file validation is enabled.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: CloudTrail.4<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudTrail.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
jL7PP0l7J9,VPC,"service_limits","Checks for usage that is more than 80% of the VPC Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br> <h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/VPC_Appendix_Limits.html#vpc-limits-vpcs-subnets"" target=""_blank"">VPC Limits</a>"
Hs4Ma3G221,"OpenSearch domains should have audit logging enabled",security,"Checks if Amazon OpenSearch Service domains have audit logging enabled.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Opensearch.5<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Opensearch.5/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G100,"Amazon SageMaker notebook instances should not have direct internet access",security,"Checks if direct internet access is disabled for an Amazon SageMaker notebook instance by examining the DirectInternetAccess field is disabled for an Amazon SageMaker notebook instance.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: SageMaker.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/SageMaker.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
c18d2gz181,"AWS Lambda Functions without Concurrency Limit configured",performance,"Checks if AWS Lambda function is configured with function-level concurrent execution limit.<br><br>Concurrency is the number of in-flight requests your AWS Lambda function is handling at the same time. For each concurrent request, Lambda provisions a separate instance of your execution environment.<br>You can specify the minimum and maximum concurrency limit, using the ""ConcurrencyLimitLow"" and ""ConcurrencyLimitHigh"" parameters in your AWS Config rules.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-concurrency.html"" target=""_blank"">Lambda function scaling</a>.<br><br><b>Source</b><br>AWS Config Managed Rule: lambda-concurrency-check<br><br><b>Alert Criteria</b><br>Yellow: AWS Lambda Functions has no concurrency limit configured.<br><br><b>Recommended Action</b><br>Consider AWS Lambda Function have concurrency configured. Enabling a concurrency limit for your AWS Lambda functions helps to ensure that your function processes requests reliably and predictably. A concurrency limit reduces the risk of your function being overwhelmed due to a sudden surge in traffic.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/lambda/latest/dg/configuration-concurrency.html"" target=""_blank"">Configuring reserved concurrency.</a><br><br><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com/lambda/latest/dg/lambda-concurrency.html"" target=""_blank"">Lambda function scaling</a><br><a href=""https://docs.aws.amazon.com/lambda/latest/dg/configuration-concurrency.html"" target=""_blank"">Configuring reserved concurrency</a>"
Hs4Ma3G222,"OpenSearch domain error logging to CloudWatch Logs should be enabled",security,"Checks if Amazon OpenSearch domains are configured to send error logs to CloudWatch Logs. This check fails if error logging to CloudWatch is not enabled for a domain.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Opensearch.4<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Opensearch.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G101,"Amazon Elastic MapReduce cluster master nodes should not have public IP addresses",security,"Checks if master nodes on EMR clusters have public IP addresses.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: EMR.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/EMR.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G223,"OpenSearch domains should encrypt data sent between nodes",security,"Checks if Amazon OpenSearch domains have node-to-node encryption enabled. This check fails if node-to-node encryption is disabled on the domain.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Opensearch.3<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Opensearch.3/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G102,"Connections to Amazon Redshift clusters should be encrypted in transit",security,"Checks if connections to Amazon Redshift clusters are required to use encryption in transit. The check fails if the Amazon Redshift cluster parameter require_SSL is not set to 1.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: Redshift.2<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Redshift.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
cX3c2R1chu,"Amazon EC2 Reserved Instances Optimization","cost_optimizing","A significant part of using AWS involves balancing your Reserved Instance (RI) usage and your On-Demand instance usage. We provide recommendations on which RIs will help reduce costs incurred from using On-Demand instances.<br/>AWS generates these recommendations by analyzing your On-Demand usage for the past 30 days, and then categorizing the usage into eligible categories for reservations. We then simulate every combination of reservations in the generated category of usage in order to identify the best number of each type of RI to purchase to maximize your savings. This check covers recommendations based on Standard Reserved Instances with partial upfront payment option. This check is not available to accounts linked in Consolidated Billing. Recommendations are only available for the Paying Account.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: Optimizing the use of partial upfront RIs can help reduce costs.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>See the <a href=""https://aws.amazon.com/aws-cost-management/aws-cost-explorer/"" target=""_blank"">Cost Explorer</a> page for more detailed and customized recommendations. Additionally, refer to the <a href=""https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ri-market-general.html#ri-market-buying-guide"" target=""_blank"">buying guide</a> to understand how to purchase RIs and the options available.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/>Information on RIs and how they can save you money can be found <a href=""https://aws.amazon.com/ec2/pricing/reserved-instances/"" target=""_blank"">here</a>.<br/>For more information on this recommendation, see <a href=""https://aws.amazon.com/premiumsupport/technology/trusted-advisor/faqs/#Reserved_Instance_Optimization_Check_Questions"" target=""_blank"">Reserved Instance Optimization Check Questions</a> in the Trusted Advisor FAQs."
Hs4Ma3G224,"OpenSearch domains should be in a VPC",security,"Checks Amazon OpenSearch Service domains are in an Amazon Virtual Private Cloud (VPC).<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Opensearch.2<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Opensearch.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G103,"Amazon Redshift clusters should prohibit public access",security,"Checks if Amazon Redshift clusters are publicly accessible. It evaluates the publiclyAccessible field in the cluster configuration item.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: Redshift.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Redshift.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G225,"OpenSearch domains should have encryption at rest enabled",security,"Checks if Amazon OpenSearch domains have encryption-at-rest configuration enabled. The check fails if encryption at rest is not enabled.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Opensearch.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Opensearch.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G104,"Redshift clusters should use enhanced VPC routing",security,"Checks if a Redshift cluster has EnhancedVpcRouting enabled.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: Redshift.7<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Redshift.7/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G226,"Amazon EC2 instances launched using Auto Scaling group launch configurations should not have Public IP addresses",security,"Checks if Amazon EC2 Auto Scaling groups have public IP addresses enabled using launch configurations.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Autoscaling.5<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Autoscaling.5/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G105,"Amazon Redshift should have automatic upgrades to major versions enabled",security,"Checks if an Amazon Redshift cluster is configured with automatic upgrades to major versions.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: Redshift.6<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Redshift.6/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G227,"CloudFront distributions should use custom SSL/TLS certificates",security,"Checks if CloudFront distributions are using the default SSL/TLS certificate CloudFront provides instead of a custom one. This check fails for a CloudFront distribution if it uses the default SSL/TLS certificate.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: CloudFront.7<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudFront.7/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G106,"Amazon Redshift clusters should have audit logging enabled",security,"Checks if an Amazon Redshift cluster has audit logging enabled.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: Redshift.4<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Redshift.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G228,"CloudFront distributions should use SNI to serve HTTPS requests",security,"Checks if Amazon CloudFront distributions are using a custom SSL/TLS certificate and are configured to use SNI to serve HTTPS requests as opposed to dedicated IP address.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: CloudFront.8<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudFront.8/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G107,"CloudFront distributions should require encryption in transit",security,"Checks if an Amazon CloudFront distribution requires viewers to use HTTPS directly, or if it uses redirection. The check fails if ViewerProtocolPolicy is set to allow-all for defaultCacheBehavior or for cacheBehaviors.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: CloudFront.3<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CloudFront.3/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
c18d2gz166,"AWS CloudTrail data events logging for objects in an S3 bucket","operational_excellence","Checks if at least one AWS CloudTrail trail logs Amazon S3 data events for all of your S3 buckets.<br>You can adjust the the name of the Amazon S3 bucket for storing server access logs, using the ""S3BucketName"" parameter in your AWS Config rules.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/AmazonS3/latest/userguide/cloudtrail-logging.html"" target=""_blank""> Logging Amazon S3 API calls using AWS CloudTrail</a>.<br><br><b>Source</b><br>AWS Config Managed Rule: cloudtrail-s3-dataevents-enabled<br><br><b>Alert Criteria</b><br>Yellow: AWS CloudTrail event logging for S3 buckets is not configured<br><br><b>Recommended Action</b><br>Enable CloudTrail event logging for S3 buckets and objects to track requests for target bucket access.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-cloudtrail-logging-for-s3.html"" target=""_blank"">Enabling CloudTrail event logging for S3 buckets and objects</a>.<br>"
c18d2gz167,"Application Load Balancers and Classic Load Balancers Without Access Logs Enabled","operational_excellence","Checks if Application Load Balancers and Classic Load Balancers have access logging enabled.<br><br>Elastic Load Balancing (ELB) provides access logs that capture detailed information about requests sent to your load balancer. Each log contains information such as the time the request was received, the client's IP address, latencies, request paths, and server responses. You can use these access logs to analyze traffic patterns and troubleshoot issues.<br><br>Access logs are an optional feature of Elastic Load Balancing that is disabled by default. After you enable access logs for your load balancer, Elastic Load Balancing captures the logs and stores them in the Amazon S3 bucket that you specify.<br>You can adjust the the name of the Amazon S3 bucket for storing server access logs, using the ""S3BucketName"" parameter in your AWS Config rules.<br><br>For more information about ELB access logs, refer to the <a href=""https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-access-logs.html"" target=""_blank"">Application Load Balancer</a> and <a href=""https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/access-log-collection.html"" target=""_blank"">Classic Load Balancer</a> documentation.<br><br><b>Source</b><br>AWS Config Managed Rule: elb-logging-enabled<br><br><b>Alert Criteria</b><br>Yellow: Access Logs feature not enabled for an Application or Classic Load Balancer<br><br><b>Recommended Action</b><br>Consider enabling access logs for your Application Load Balancers and Classic Load Balancers.<br><br>To enable access logs, refer to the <a href=""https://docs.aws.amazon.com/elasticloadbalancing/latest/application/enable-access-logging.html"" target=""_blank"">Application Load Balancer</a> and <a href=""https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/enable-access-logs.html"" target=""_blank"">Classic Load Balancer</a> documentation.<br><br><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com/elasticloadbalancing/latest/application/enable-access-logging.html"" target=""_blank"">Enabling access logs for your Application Load Balancer</a><br><a href=""https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/enable-access-logs.html"" target=""_blank"">Enabling access logs for your Classic Load Balancer</a>"
c18d2gz164,"CloudTrail trails are not configured with Amazon CloudWatch Logs","operational_excellence","Checks if AWS CloudTrail trails are configured to send logs to Amazon CloudWatch logs.<br><br>Monitor CloudTrail Log fiiles with Amazon CloudWatch Logs to trigger an automated response when critical events are captured in Amazon CloudTrail.<br><br>You can adjust the maximum age (hours) of the most recent delivery to Amazon CloudWatch log, using the ""expectedDeliveryWindowAge"" parameter in your AWS Config rules.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/awscloudtrail/latest/userguide/monitor-cloudtrail-log-files-with-cloudwatch-logs.html"" target=""_blank"">Monitoring CloudTrail Log Files with Amazon CloudWatch Logs</a>.<br><br><b>Source</b><br>AWS Config Managed Rule: cloud-trail-cloud-watch-logs-enabled<br><br><b>Alert Criteria</b><br>Yellow: AWS CloudTrail is not set up with CloudWatch Logs Integration.<br><br><b>Recommended Action</b><br>Configure AWS CloudTrail trail to send log events to Amazon CloudWatch Logs. CloudWatch Logs.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html"" target=""_blank"">Creating CloudWatch alarms for CloudTrail events: examples</a>."
c18d2gz163,"Amazon S3 does not have Event Notifications enabled","operational_excellence","Checks if Amazon S3 Event Notifications is enabled or is correctly configured with the desired destination or types.<br><br>The Amazon S3 Event Notifications feature sends notifications when certain events happen in your S3 buckets. Amazon S3 can send notification messages to Amazon Simple Queue Service (Amazon SQS) queues, Amazon Simple Notification Service (Amazon SNS) topics, and AWS Lambda function.<br>You can specify your desired destination and event types using the ""destinationArn"" and ""eventTypes"" parameters of your AWS Config rules.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/AmazonS3/latest/userguide/EventNotifications.html"" target=""_blank"">Amazon S3 Event Notifications</a>.<br><br><b>Source</b><br>AWS Config Managed Rule: s3-event-notifications-enabled<br><br><b>Alert Criteria</b><br>Yellow: Amazon S3 does not have Event Notifications enabled, or not configured with the desired desitnation or types.<br><br><b>Recommended Action</b><br>Configure Amazon S3 Event Notfiications for object and bucket events. For more information, see <a href=""https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-event-notifications.html"" target=""_blank"">Enabling and configuring event notifications using the Amazon S3 console</a>.<br><br><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com//AmazonS3/latest/userguide/enable-event-notifications.html"" target=""_blank"">Enable Amazon S3 Event Notifications</a>"
c18d2gz160,"RDS DB Cluster Deletion Protection Check","operational_excellence","Checks if your Amazon RDS DB clusters have deletion protection enabled.<br><br>When a cluster is configured with deletion protection, the database cannot be deleted by any user..<br><br>Deletion protection is available for Amazon Aurora and Amazon RDS for MySQL, MariaDB, Oracle, PostgreSQL, and SQL Server database instances in all AWS Regions.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/USER_DeleteCluster.html#USER_DeletionProtection"" target=""_blank"">Deletion protection for Aurora clusters</a>.<br><br><b>Source</b><br>AWS Config Managed Rule: rds-cluster-deletion-protection-enabled<br><br><b>Alert Criteria</b><br>Yellow: RDS DB Cluster has not enable deletion protection. <br><br><b>Recommended Action</b><br>Turn on deletion protection when you create an RDS DB cluster.<br><br>You can only delete cluster that don't have deletion protection enabled. Enabling deletion protection adds an extra layer of protection and avoids data loss from accidental or non-accidental deletion of a database instance. Deletion protection also helps meet regulatory compliance requirements and ensure business continuity.<br><br>For more information, see <a href=""https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/USER_DeleteCluster.html#USER_DeletionProtection"" target=""_blank"">Deletion protection for Aurora clusters</a><br>"
Hs4Ma3G241,"Secrets should not be passed as container environment variable",security,"Checks if the container environment variables includes the following keys - AWS_ACCESS_KEY_ID, AWS_SECRET_ACCESS_KEY,  or ECS_ENGINE_AUTH_DATA.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: ECS.8<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ECS.8/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G120,"Stopped EC2 instances should be removed after a specified time period",security,"Checks if any EC2 instances have been stopped for more than the allowed number of days. An EC2 instance fails this check if it is stopped for longer than the maximum allowed time period, which by default is 30 days.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: EC2.4<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/EC2.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
